alpha_source_65_69,alpha_target_70_74,rmse,mae,max_abs_error,median_abs_error
0.27,0.145,66740.67246387621,66737.22224966763,67219.78537526517,67214.36995664425
0.25,0.12,66904.56351755034,66901.01391633425,67449.39995664416,67324.59537526523
0.13,0.26,66962.4816422803,66873.33941699906,71294.25358290656,66462.12462473474
0.275,0.15,67280.4249832237,67277.12391633428,67772.96037526533,67723.38495664415
0.255,0.125,67444.29979275641,67440.91558300094,67958.41495664418,67877.77037526527
0.125,0.255,67502.64300882029,67413.2410836657,71851.76858290657,67015.29962473467
0.145,0.28,67664.66936164787,67577.03275033242,72003.3035829066,67120.10962473473
0.28,0.155,67820.18695639247,67817.02558300093,68326.13537526526,68232.39995664405
0.26,0.13,67984.04575693126,67980.8172496676,68467.42995664407,68430.94537526532
0.12,0.25,68042.80730939753,67953.14275033241,72409.28358290659,67568.47462473472
0.14,0.275,68204.83137767565,68116.93441699905,72560.81858290656,67673.28462473466
0.265,0.135,68523.80118112167,68520.71891633426,68984.12037526525,68976.44495664409
0.135,0.27,68744.99628756457,68656.83608366574,73118.33358290658,68226.4596247347
0.27,0.14,69063.56584352787,69060.6205830009,69537.29537526518,69485.4599566441
0.13,0.265,69285.16402363071,69196.7377503324,73675.84858290659,68779.63462473475
0.275,0.145,69603.3395292265,69600.5222496676,70090.47037526523,69994.47495664412
0.255,0.12,69767.19315386625,69764.31391633426,70229.50495664403,70195.28037526528
0.125,0.26,69825.33452028429,69736.63941699905,74233.36358290655,69332.80962473468
0.28,0.15,70143.12202990618,70140.42391633429,70643.64537526527,70503.48995664413
0.26,0.125,70306.96028928351,70304.21558300096,70748.45537526533,70738.51995664416
0.12,0.255,70365.50771394924,70276.54108366572,74790.87858290656,69885.98462473473
0.14,0.28,70527.5722741915,70440.33275033238,74942.41358290659,69990.79462473467
0.265,0.13,70846.736251947,70844.1172496676,71301.63037526526,71247.53495664417
0.135,0.275,71067.74559401814,70980.23441699905,75499.9285829066,70543.96962473466
0.27,0.135,71386.52084161999,71384.01891633426,71854.80537526519,71756.54995664419
0.13,0.27,71607.92152146935,71520.13608366573,76057.44358290656,71097.1446247347
0.275,0.14,71926.3138640734,71923.92058300092,72407.98037526524,72265.56495664408
0.125,0.265,72148.09999797496,72060.0377503324,76614.95858290663,71650.3196247347
0.28,0.145,72466.11513086245,72463.82224966765,72961.15537526528,72774.57995664421
0.26,0.12,72629.93403213353,72627.61391633427,73065.96537526534,73009.60995664413
0.12,0.26,72688.28096670551,72599.93941699907,77172.47358290653,72203.49462473474
0.265,0.125,73169.7287923825,73167.51558300096,73619.14037526527,73518.62495664414
0.135,0.28,73390.56395620434,73303.63275033237,77881.52358290658,72861.47962473467
0.27,0.13,73709.53163243947,73707.41724966762,74172.3153752652,74027.63995664427
0.13,0.275,73930.74705576315,73843.53441699904,78439.03858290659,73414.65462473466
0.275,0.135,74249.34237608056,74247.31891633426,74725.49037526525,74536.65495664417
0.125,0.27,74470.93252082182,74383.43608366574,78996.5535829066,73967.8296247347
0.28,0.14,74789.16085216704,74787.22058300092,75278.6653752653,75045.66995664407
0.12,0.265,75011.12030027555,74923.33775033243,79554.06858290662,74521.00462473475
0.265,0.12,75492.77349722617,75490.91391633432,75936.65037526528,75789.71495664422
0.27,0.125,76032.59310210952,76030.81558300089,76489.82537526521,76298.72995664412
0.13,0.28,76253.63440896683,76166.9327503324,80820.63358290656,75732.16462473467
0.275,0.13,76572.42013442227,76570.71724966758,77043.00037526526,76807.74495664414
0.125,0.275,76793.82600495052,76706.83441699906,81378.14858290658,76285.33962473471
0.28,0.135,77112.25443817637,77110.61891633428,77596.1753752653,77316.75995664415
0.12,0.27,77334.0197601606,77246.73608366573,81935.66358290659,76838.5146247347
0.27,0.12,78355.7007431057,78354.21391633425,78807.33537526522,78569.8199566442
0.275,0.125,78895.54278892657,78894.11558300094,79360.51037526526,79078.8349566441
0.125,0.28,79116.77508083385,79030.2327503324,83759.74358290655,78602.84962473472
0.28,0.13,79435.39168947056,79434.01724966767,79913.68537526531,79587.84995664423
0.12,0.275,79656.97408627963,79570.13441699905,84317.25858290656,79156.02462473465
0.275,0.12,81218.70648705892,81217.5139163343,81678.02037526527,81349.92495664419
0.28,0.125,81758.56888385439,81757.41558300094,82231.19537526532,81858.93995664408
0.12,0.28,81979.97861462495,81893.5327503324,86698.8535829066,81473.53462473466
0.28,0.12,84081.78271044893,84080.8139163343,84548.70537526533,84130.02995664417
